,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,CIUDAD,COD_OFI,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA
804,M,93787,55.0,TEC,SOL,CONCEPCION,27,0,371999,0,171019,462,0,112,3,1500000,NO,FUGA
805,F,526855,52.0,UNV,SOL,SANTIAGO,57,0,115904,0,49648,329,1493,0,2,1600000,NO,FUGA
806,M,387772,43.0,UNV,CAS,SANTIAGO,132,0,200237,0,65201,742,410,154,1,1500000,SI,FUGA
807,M,397914,44.0,TEC,CAS,ARICA,138,0,357321,0,445019,212,0,1016,2,1100000,NO,FUGA
808,F,27005,44.0,MED,SOL,CALAMA,12,0,0,0,0,268,0,41804,1,8000000,SI,NO FUGA
809,M,185804,51.0,TEC,CAS,ARICA,138,518756,201281,0,217979,879,0,22,2,4600000,NO,FUGA
810,M,275250,49.0,UNV,CAS,SANTIAGO,83,0,232110,0,325133,2009,0,410,2,750000,NO,FUGA
811,M,279260,29.0,UNV,CAS,COPIAPO,14,0,207116,0,5473,4,0,53,1,3800000,NO,NO FUGA
812,M,477916,40.0,UNV,CAS,IQUIQUE,10,0,0,0,602367,0,14456,643,0,8000000,SI,NO FUGA
813,M,59325,45.0,UNV,CAS,SANTIAGO,55,0,0,0,18535,4,0,0,1,2200000,NO,FUGA
814,F,4218551,41.0,TEC,SOL,SANTIAGO,84,0,113330,0,0,12,0,0,1,2200000,NO,NO FUGA
815,M,893729,44.0,UNV,CAS,SANTIAGO,17,430497,9701,0,303181,4298,10014,142,3,700000,NO,FUGA
816,M,483940,37.0,UNV,CAS,CONCEPCION,27,0,6667,0,10196,229,14421,606,2,1800000,NO,NO FUGA
817,M,473712,47.0,MED,CAS,SANTIAGO,45,0,344594,0,0,0,0,30,1,8000000,NO,FUGA
818,F,549778,49.0,MED,CAS,SANTIAGO,121,1686529,84101,0,0,1333,65791,9,1,5000000,NO,NO FUGA
819,F,45024,59.0,MED,SOL,VLLA ALEMANA,88,0,206399,0,0,1803,0,19,1,5000000,SI,NO FUGA
820,F,308035,44.0,MED,CAS,SANTIAGO,53,0,129294,0,0,210,4320,407,1,1000000,NO,NO FUGA
821,M,345332,32.0,TEC,SOL,SANTIAGO,17,0,5941,0,787509,92,24521,1943,1,6200000,NO,NO FUGA
822,M,259934,46.0,MED,CAS,ARICA,138,0,17569,0,20177,163,0,216,1,1900000,NO,FUGA
823,M,627607,46.0,MED,CAS,SANTIAGO,31,2312178,557056,0,1465684,1079,0,3577,2,1300000,NO,FUGA
824,M,683160,48.0,TEC,SOL,ARICA,138,0,50717,0,78265,193,0,1593,2,2500000,NO,FUGA
825,M,44605,40.0,UNV,CAS,SANTIAGO,90,0,726684,0,0,512,0,814,3,6000000,NO,FUGA
826,M,277963,30.0,UNV,SOL,CONCEPCION,27,0,12948,0,110873,0,0,14,1,1900000,NO,FUGA
827,M,670313,48.0,MED,CAS,SANTIAGO,37,247266,0,0,56695,717,0,652,1,2100000,NO,FUGA
828,M,612074,38.0,UNV,SOL,CHILLAN,67,433596,140560,0,0,865,3345,0,1,3100000,NO,NO FUGA
829,M,1900351,51.0,TEC,CAS,ARICA,138,0,12874,0,0,4,9751,3967,2,8000000,NO,FUGA
830,F,60289,50.0,UNV,SOL,ARICA,138,0,7381,0,242689,167,21204,88,1,2200000,NO,FUGA
831,M,657298,47.0,MED,CAS,ARICA,138,0,527,0,0,42,0,0,3,3200000,NO,FUGA
832,F,386339,32.0,UNV,SOL,SANTIAGO,37,0,55745,0,72822,44,0,123,1,1600000,NO,NO FUGA
833,F,216025,55.0,BAS,CAS,SAN ESTEBAN,20,0,74037,0,0,769,0,0,1,1500000,SI,NO FUGA
834,F,335700,29.0,TEC,CAS,VINA DEL MAR,52,0,502846,0,0,0,1972,0,0,2100000,NO,NO FUGA
835,F,2005924,44.0,UNV,CAS,SANTIAGO,118,0,8278,0,17633,760,0,224,2,1300000,NO,FUGA
836,F,9980,34.0,TEC,SEP,EL SALVADOR,72,0,198207,0,82347,70,0,264,1,3500000,SI,NO FUGA
837,M,362676,49.0,UNV,SOL,ARICA,138,590027,244452,0,122907,256,0,522,1,2700000,NO,FUGA
838,M,275672,53.0,UNV,SOL,SANTIAGO,18,0,28810,0,184057,1137,0,0,2,3700000,NO,FUGA
839,M,104089,50.0,MED,CAS,SAN FERNANDO,79,13680,217750,0,0,434,0,3,1,2700000,NO,NO FUGA
840,F,97818,39.0,UNV,CAS,SANTIAGO,90,0,63379,0,695834,1186,0,200,3,6000000,NO,NO FUGA
841,M,483107,37.0,TEC,CAS,LA SERENA,48,0,91862,0,41179,0,2661,42,0,4800000,NO,NO FUGA
842,F,40163,50.0,MED,CAS,CALAMA,12,530229,0,0,0,88,0,0,1,1000000,NO,NO FUGA
843,M,1921714,43.0,UNV,CAS,SANTIAGO,55,1046965,10646,0,833551,189,19482,3871,1,2000000,SI,FUGA
844,M,53712,55.0,UNV,CAS,SANTIAGO,55,0,12663,1326485,1376478,224,20307,1302,2,750000,NO,FUGA
845,F,1159600,41.0,UNV,CAS,SANTIAGO,130,0,674818,0,66632,13,0,221,1,5200000,NO,NO FUGA
846,M,444026,39.0,MED,CAS,CONCEPCION,55,0,148018,0,555,164,11285,38,1,2500000,NO,NO FUGA
847,F,3496879,31.0,TEC,CAS,IQUIQUE,10,207415,388878,0,292549,516,34476,0,1,3400000,NO,NO FUGA
848,M,632674,32.0,TEC,SOL,CONCEPCION,27,2112897,30422,0,0,407,3477,1500,3,2100000,NO,FUGA
849,F,202115,49.0,UNV,CAS,SANTIAGO,49,0,69813,0,0,46,0,0,1,1700000,NO,FUGA
850,M,93593,54.0,UNV,SOL,CONCEPCION,27,376836,271436,0,0,277,6656,0,1,500000,NO,FUGA
851,F,773141,43.0,MED,CAS,SANTIAGO,24,1487105,4178,0,0,459,30262,0,1,4100000,NO,NO FUGA
852,F,98010,40.0,UNV,SEP,CONCEPCION,27,672,144554,0,242853,529,0,2045,2,2000000,NO,FUGA
853,F,6627448,38.0,TEC,VIU,SANTIAGO,80,0,281023,0,0,311,4202,145,1,2300000,NO,NO FUGA
854,M,844010,47.0,UNV,SOL,ARICA,138,0,188077,1325576,291147,2,0,26571,1,5100000,NO,FUGA
855,M,249374,45.0,UNV,CAS,SANTIAGO,54,0,146383,0,0,892,0,95,1,4000000,NO,FUGA
856,M,403206,38.0,UNV,SOL,TEMUCO,124,0,20218,0,0,128,0,0,1,2500000,NO,NO FUGA
857,M,3172052,40.0,MED,CAS,SANTIAGO,55,1200780,303342,0,130601,158,0,344,1,2800000,SI,FUGA
858,M,307188,52.0,MED,CAS,SANTIAGO,45,0,0,8695,0,3,0,0,1,8000000,NO,NO FUGA
859,M,45200,36.0,UNV,SOL,CALAMA,12,0,158622,0,314091,0,1058,255,0,2000000,NO,NO FUGA
860,M,272709,55.0,TEC,CAS,CONCEPCION,27,246725,3357,0,174460,457,1275,298,1,1000000,NO,FUGA
861,M,439464,43.0,UNV,CAS,SANTIAGO,31,0,21886,0,805432,1657,0,1641,2,6500000,NO,FUGA
862,M,4735362,41.0,UNV,CAS,SANTIAGO,55,0,7168,0,945715,2776,231,0,2,8000000,NO,FUGA
863,M,18927,45.0,MED,CAS,SANTIAGO,57,0,322104,824494,479557,115,0,112,1,3500000,NO,FUGA
864,F,13266,48.0,TEC,SOL,VINA DEL MAR,40,80182,149801,0,0,144,0,0,1,1000000,SI,NO FUGA
865,M,1700415,61.0,TEC,CAS,CURACAVI,24,0,78686,0,0,56,0,14982,1,8000000,NO,NO FUGA
866,M,169496,52.0,UNV,CAS,CONCEPCION,27,0,30857,0,0,12,0,0,1,1400000,NO,FUGA
867,F,592820,51.0,UNV,CAS,ARICA,138,0,6545,0,0,258,0,0,1,2200000,NO,FUGA
868,M,656078,32.0,MED,CAS,CONCEPCION,27,0,364858,0,499241,368,0,434,2,3300000,SI,FUGA
869,M,536031,29.0,TEC,SOL,CONCEPCION,27,0,34842,0,45900,29,0,76,1,2000000,NO,FUGA
870,M,47366,40.0,UNV,CAS,SANTIAGO,55,0,55485,0,0,6,0,0,1,4100000,NO,FUGA
871,M,37803,40.0,UNV,CAS,SANTIAGO,55,869308,1109,0,0,1425,0,0,1,1500000,NO,FUGA
872,F,7925751,44.0,UNV,CAS,SANTIAGO,55,0,277699,0,0,168,0,0,1,2300000,NO,FUGA
873,M,64243,48.0,UNV,CAS,SANTIAGO,55,0,513517,0,2363911,9,0,11348,1,1800000,SI,FUGA
874,F,5171701,30.0,TEC,VIU,SANTIAGO,84,0,382153,0,0,131,0,0,1,1500000,SI,NO FUGA
875,M,383562,55.0,TEC,CAS,SANTIAGO,45,0,388804,0,2342,149,0,3,1,1900000,SI,FUGA
876,F,5412,51.0,TEC,SOL,CURICO,23,0,429933,0,0,0,3822,0,0,1900000,SI,NO FUGA
877,M,310334,29.0,TEC,SOL,SANTIAGO,47,0,89131,0,0,825,0,520,2,1000000,NO,NO FUGA
878,F,6934372,31.0,TEC,CAS,SANTIAGO,76,0,134170,0,0,29,0,0,1,1300000,NO,NO FUGA
879,M,405498,48.0,MED,SEP,SANTIAGO,90,0,451900,0,32098,0,0,0,1,1800000,NO,FUGA
880,F,489071,50.0,MED,CAS,AYSEN,95,421873,0,0,0,0,0,0,0,1800000,NO,NO FUGA
881,M,668028,35.0,TEC,CAS,SANTIAGO,16,0,52327,0,0,1,6867,71,1,3300000,NO,NO FUGA
882,M,9800,52.0,MED,CAS,SANTIAGO,55,0,15720,0,328369,277,0,29,3,2100000,NO,FUGA
883,M,253567,52.0,UNV,SOL,ARICA,138,0,1850000,0,0,94,0,0,1,2600000,NO,FUGA
884,F,422770,52.0,TEC,SOL,VINA DEL MAR,43,0,1221587,0,799580,11,23377,368,1,8000000,NO,NO FUGA
885,F,3340926,29.0,TEC,SOL,SANTIAGO,90,1503465,0,0,0,2729,0,367,3,650000,NO,NO FUGA
886,M,3146343,41.0,MED,CAS,SANTIAGO,25,474139,14212,0,442945,514,0,1285,1,4700000,NO,FUGA
887,M,119333,48.0,UNV,CAS,SANTIAGO,90,0,839715,0,0,5983,6985,926,2,3700000,SI,FUGA
888,M,192653,36.0,UNV,SOL,TEMUCO,124,149801,0,0,0,930,0,0,1,1500000,NO,NO FUGA
889,M,500354,55.0,UNV,CAS,SANTIAGO,19,0,415268,0,0,565,1494,0,1,3100000,NO,FUGA
890,M,124850,48.0,UNV,SOL,SANTIAGO,28,0,789164,0,0,56,0,109,1,1400000,NO,FUGA
891,M,72612,33.0,UNV,CAS,CALAMA,12,788143,5700,0,0,1013,1160,0,2,1300000,NO,NO FUGA
892,F,7236218,34.0,MED,VIU,VALDIVIA,74,193911,440889,0,0,58,0,0,1,3000000,SI,NO FUGA
893,F,72498,59.0,TEC,SOL,SANTIAGO,84,0,21477,0,68869,302,0,191,1,1100000,SI,NO FUGA
894,M,1353803,44.0,UNV,CAS,VINA DEL MAR,88,0,2629477,0,198382,2,0,0,1,8000000,NO,NO FUGA
895,M,87289,47.0,UNV,CAS,SANTIAGO,146,0,1125920,0,544159,38,0,1,1,1700000,NO,FUGA
896,F,338021,38.0,UNV,CAS,TEMUCO,66,0,0,0,0,9,0,0,1,1700000,NO,NO FUGA
897,M,348217,36.0,MED,SOL,EL SALVADOR,72,88733,487781,0,0,174,0,0,1,1400000,SI,NO FUGA
898,F,15112,49.0,TEC,SOL,SANTIAGO,53,0,568166,0,0,832,0,0,1,900000,SI,NO FUGA
899,M,5528229,43.0,UNV,CAS,SANTIAGO,29,0,302025,0,0,84,0,0,1,5700000,NO,FUGA
900,M,102812,43.0,MED,CAS,SANTIAGO,55,0,328,0,514201,131,14846,1302,1,5600000,NO,FUGA
901,F,863685,37.0,MED,CAS,PUNTA ARENAS,71,0,500800,0,2862005,594,45497,3788,2,8000000,NO,NO FUGA
902,M,352974,26.0,UNV,SOL,SANTIAGO,37,0,5216,0,143762,27,0,151,1,2100000,NO,FUGA
903,M,880555,35.0,MED,CAS,SANTIAGO,118,0,12045,0,0,1208,0,1,2,500000,NO,NO FUGA
904,F,340746,29.0,TEC,SOL,SANTIAGO,30,0,9084,0,0,0,0,26,1,1800000,NO,NO FUGA
905,M,450711,52.0,MED,CAS,CONCEPCION,27,0,292955,1001529,237140,33,0,29960,1,5100000,NO,FUGA
906,M,640510,39.0,UNV,SOL,SANTIAGO,82,1374645,608417,0,915194,1836,0,0,1,6000000,NO,NO FUGA
907,M,3104744,42.0,UNV,CAS,SANTIAGO,86,0,1418458,0,0,20,14016,0,1,8000000,NO,FUGA
908,F,756852,30.0,TEC,SOL,SANTIAGO,125,0,151549,0,0,0,53303,88,0,1700000,NO,NO FUGA
909,F,4890279,40.0,TEC,SOL,SANTIAGO,55,0,498636,0,57207,485,0,285,1,2100000,NO,NO FUGA
910,F,11636,31.0,UNV,CAS,SANTIAGO,84,0,183470,0,0,124,0,35,1,1600000,NO,NO FUGA
911,M,1712531,48.0,UNV,CAS,ARICA,138,2829759,2153,0,624132,146,0,939,1,6900000,SI,FUGA
912,M,13699,49.0,UNV,VIU,SANTIAGO,30,0,120480,0,86078,1575,0,0,1,1300000,NO,FUGA
913,M,121580,41.0,UNV,CAS,QUILLOTA,87,0,641754,0,119901,0,0,3,0,2200000,NO,NO FUGA
914,F,49556,43.0,MED,SEP,SANTIAGO,122,0,0,0,0,0,7194,0,0,5500000,SI,NO FUGA
915,M,462932,33.0,TEC,CAS,SANTIAGO,83,0,17131,0,51801,1418,12859,908,2,5000000,NO,NO FUGA
916,M,617793,36.0,UNV,CAS,ANCUD,63,0,350916,0,87511,401,0,0,1,1600000,NO,NO FUGA
917,F,14375,48.0,MED,SOL,SANTIAGO,93,0,0,0,0,2080,0,0,1,8000000,SI,NO FUGA
918,M,872363,38.0,TEC,CAS,LOS ANGELES,68,1222395,330098,0,0,140,0,0,1,2500000,NO,NO FUGA
919,M,32405,54.0,MED,CAS,SANTIAGO,55,0,310617,0,0,0,4427,0,1,1600000,NO,FUGA
920,M,1413878,41.0,UNV,CAS,SANTIAGO,55,0,2935,0,87519,1666,2355,73,2,5300000,SI,FUGA
921,F,164309,30.0,TEC,SOL,SANTIAGO,48,0,3241,0,553,104,0,51,1,1600000,NO,NO FUGA
922,M,43016,43.0,UNV,CAS,SANTIAGO,55,0,942300,0,746603,600,0,6072,2,2300000,SI,FUGA
923,M,297728,55.0,UNV,SOL,CONCEPCION,27,0,31364,0,668407,1925,0,666,2,1500000,NO,FUGA
924,F,726493,49.0,MED,CAS,ARICA,138,315512,27179,0,415601,1058,3112,200,2,2400000,NO,FUGA
925,F,7156977,39.0,TEC,SOL,SANTIAGO,53,0,203169,0,32100,44,0,36,1,1600000,NO,NO FUGA
926,F,129480,32.0,TEC,CAS,LA SERENA,34,0,169972,0,43702,0,0,199,0,2000000,NO,NO FUGA
927,M,136815,47.0,UNV,CAS,SANTIAGO,28,0,16538,0,79812,645,3338,130,2,2000000,NO,FUGA
928,M,465664,30.0,MED,SOL,SANTIAGO,104,0,171241,0,0,2708,22550,1758,2,3800000,NO,NO FUGA
929,M,2331225,44.0,UNV,SEP,SANTIAGO,55,0,4188,0,140934,167,0,275,2,6800000,NO,FUGA
930,F,5758828,31.0,TEC,CAS,TEMUCO,66,0,274704,0,0,0,0,0,0,1300000,NO,NO FUGA
931,M,1888342,48.0,UNV,SEP,ARICA,138,2743716,143452,0,0,4282,41,350,3,3100000,NO,FUGA
932,M,131949,54.0,UNV,CAS,CONCEPCION,27,0,141516,0,0,9,0,122,1,1900000,NO,FUGA
933,M,996430,47.0,UNV,SOL,ARICA,138,0,82141,0,19426,112,14626,138,1,5300000,NO,FUGA
934,M,886507,51.0,UNV,CAS,SANTIAGO,40,1998908,45935,0,2501059,830,24239,1388,2,1600000,NO,FUGA
935,M,1537631,40.0,UNV,CAS,SANTIAGO,55,0,112026,0,161831,20,0,44,1,1800000,NO,FUGA
936,M,168311,35.0,TEC,CAS,SANTIAGO,39,0,12410,0,0,194,0,0,1,2300000,NO,NO FUGA
937,M,897485,47.0,MED,CAS,ARICA,138,0,69,0,139015,1396,452,560,2,3200000,NO,FUGA
938,F,5836070,39.0,TEC,SOL,SANTIAGO,92,0,16684,0,404632,194,0,2,1,5600000,NO,NO FUGA
939,F,122364,59.0,TEC,CAS,SANTIAGO,84,0,27078,0,0,70,0,0,1,1500000,NO,NO FUGA
940,F,353992,32.0,EUN,CAS,SANTIAGO,31,294617,125692,0,0,103,779,0,1,1900000,NO,NO FUGA
941,F,451239,51.0,UNV,CAS,ARICA,138,0,107033,0,0,102,323,0,1,4500000,NO,FUGA
942,M,594870,34.0,TEC,SOL,CONCEPCION,27,0,602983,0,0,6,6175,0,1,3100000,NO,NO FUGA
943,F,6353,55.0,TEC,VIU,SANTIAGO,31,1427927,281186,0,1192308,1796,0,131,1,7500000,SI,NO FUGA
944,M,63746,40.0,MED,CAS,SANTIAGO,123,0,231194,0,21607,248,0,178,2,5500000,SI,FUGA
945,F,42134,47.0,TEC,SOL,ANTOFAGASTA,134,0,0,0,0,88,8995,115,1,1800000,SI,NO FUGA
946,M,31851,49.0,MED,CAS,SANTIAGO,55,0,11973,0,0,839,0,91,3,1000000,SI,FUGA
947,F,2673448,33.0,TEC,SOL,QUILLOTA,105,0,244426,0,307005,284,0,227,1,2400000,NO,NO FUGA
948,M,488117,48.0,UNV,CAS,SANTIAGO,117,0,179941,0,0,1863,0,66,2,500000,SI,FUGA
949,M,424477,53.0,UNV,CAS,SANTIAGO,31,896575,455509,0,1368587,2414,6963,534,3,3700000,NO,FUGA
950,M,596552,53.0,TEC,SEP,CONCEPCION,27,0,402219,0,0,64,4842,2665,1,4400000,NO,FUGA
951,F,147956,41.0,UNV,SOL,ARICA,138,0,9398,0,153495,1256,0,790,2,1300000,NO,FUGA
952,F,4532909,34.0,TEC,VIU,SANTIAGO,90,0,671178,0,0,327,22020,210,1,4400000,NO,NO FUGA
953,F,16875,57.0,TEC,CAS,CONCEPCION,27,0,756988,0,0,0,23485,0,0,2200000,NO,NO FUGA
954,M,19514,45.0,UNV,CAS,SANTIAGO,55,210871,104971,21504,0,2074,0,4,1,5300000,NO,FUGA
955,F,1788325,33.0,TEC,SOL,SANTIAGO,107,0,115652,0,1665,361,1185,13,1,1400000,NO,NO FUGA
956,M,59440,54.0,MED,CAS,SANTIAGO,55,0,1733872,3724699,0,200,0,1620,1,6900000,NO,FUGA
957,M,482916,54.0,MED,CAS,SANTIAGO,40,0,867234,0,34564,0,4222,13,1,1800000,NO,FUGA
958,F,1109482,32.0,TEC,CAS,IQUIQUE,10,0,0,0,0,48,1383,32,1,2300000,NO,NO FUGA
959,M,253815,40.0,TEC,CAS,CALAMA,12,0,255935,0,0,4289,0,0,2,550000,NO,NO FUGA
960,F,6788792,39.0,TEC,SOL,SANTIAGO,24,0,0,0,0,78,0,0,1,6200000,NO,NO FUGA
961,F,35782,34.0,TEC,SOL,COPIAPO,14,0,718810,0,0,6625,0,773,1,8000000,SI,NO FUGA
962,M,915722,42.0,TEC,SEP,EL SALVADOR,72,4200761,403000,0,556191,1832,0,188,1,4400000,SI,NO FUGA
963,M,236527,35.0,TEC,CAS,SANTIAGO,129,0,1164,0,71114,141,353,16,1,1600000,NO,NO FUGA
964,M,42965,53.0,MED,CAS,SANTIAGO,55,0,78483,0,712476,83,0,53,2,8000000,NO,FUGA
965,M,289935,32.0,TEC,SOL,SANTIAGO,90,1058977,0,0,0,1520,19433,250,1,500000,NO,NO FUGA
966,M,1197321,46.0,UNV,CAS,SANTIAGO,31,378233,76760,0,411849,3353,0,312,2,4600000,NO,FUGA
967,M,800916,43.0,UNV,CAS,SANTIAGO,50,0,81178,0,56314,280,0,6,2,2000000,NO,FUGA
968,M,65317,48.0,MED,CAS,ARICA,138,0,282388,0,0,953,0,0,2,3000000,SI,FUGA
969,M,257521,29.0,UNV,SOL,SANTIAGO,118,0,7278,0,54137,162,0,311,2,1500000,NO,FUGA
970,F,413842,36.0,UNV,CAS,CHUQUICAMATA,21,0,0,0,243529,0,0,138,0,1800000,NO,NO FUGA
971,F,4208817,40.0,TEC,SOL,SANTIAGO,93,0,710046,0,0,0,0,0,1,750000,NO,NO FUGA
972,M,1005743,40.0,UNV,CAS,SANTIAGO,31,0,866366,0,772941,17,0,4333,1,4600000,NO,FUGA
973,M,731142,36.0,MED,CAS,SANTIAGO,90,0,0,976055,0,2584,1972,855,1,6100000,NO,NO FUGA
974,M,5649370,41.0,UNV,CAS,SANTIAGO,32,486967,271379,0,0,506,0,26,3,1400000,NO,FUGA
975,F,43223,51.0,TEC,CAS,SANTIAGO,82,0,102241,0,224773,185,0,202,1,1600000,NO,FUGA
976,M,44621,42.0,UNV,CAS,SANTIAGO,55,1279723,384811,0,549870,1142,0,0,1,3500000,NO,FUGA
977,M,256606,40.0,TEC,CAS,CONCEPCION,27,1269877,0,0,127903,1099,6279,6,2,5800000,SI,FUGA
978,M,753222,51.0,MED,SOL,SANTIAGO,90,0,1237225,0,0,1233,5335,1751,2,2000000,NO,FUGA
979,M,205697,46.0,MED,CAS,SANTIAGO,76,0,367071,0,97825,0,0,128,1,3100000,NO,FUGA
980,M,67510,44.0,UNV,CAS,SANTIAGO,55,1119048,251537,3402765,631478,757,0,176,1,4600000,NO,FUGA
981,F,165267,47.0,MED,SOL,ARICA,138,0,0,0,54320,0,0,20,1,1800000,NO,FUGA
982,F,151483,52.0,MED,CAS,SANTIAGO,31,0,191222,0,0,0,0,58,1,2100000,NO,FUGA
983,M,608870,54.0,UNV,SOL,SANTIAGO,25,0,125903,0,29392,0,3646,79,1,5200000,NO,FUGA
984,M,120343,40.0,MED,CAS,VALPARAISO,15,0,586956,0,0,2,0,0,1,3400000,NO,NO FUGA
985,F,3399416,36.0,TEC,VIU,ANTOFAGASTA,13,0,41923,0,0,40,3343,291,1,1600000,NO,NO FUGA
986,M,698812,56.0,TEC,CAS,SANTIAGO,19,0,570666,0,0,361,11562,0,1,3000000,NO,NO FUGA
987,M,593727,42.0,UNV,CAS,SANTIAGO,31,1346645,0,0,0,1578,53428,0,1,2200000,NO,FUGA
988,F,17031,58.0,MED,SOL,PENAFLOR,84,0,58958,5603289,423262,1103,37840,6055,1,7200000,SI,NO FUGA
989,M,464764,40.0,UNV,CAS,SANTIAGO,31,818930,46569,0,1698318,2145,0,944,3,1100000,SI,FUGA
990,M,401391,30.0,TEC,SOL,ANTOFAGASTA,13,0,326458,0,0,838,0,0,2,4200000,NO,NO FUGA
991,F,10690,58.0,TEC,SOL,SANTIAGO,90,0,696768,0,0,755,0,6923,1,8000000,SI,NO FUGA
992,M,28342,50.0,UNV,SOL,ARICA,138,1537337,21959,0,0,369,1196,959,3,2100000,NO,FUGA
993,M,481077,47.0,UNV,CAS,SANTIAGO,76,0,598,0,68198,67,0,157,1,1900000,NO,FUGA
994,F,38667,45.0,TEC,SOL,CASTRO,63,0,36172,0,0,124,0,0,1,2200000,SI,NO FUGA
995,M,1058050,40.0,TEC,CAS,SANTIAGO,31,27147,22945,0,1542079,1681,0,1206,1,3600000,SI,FUGA
996,F,5929521,28.0,TEC,SOL,CHUQUICAMATA,21,0,145809,0,148,15,0,0,1,1400000,NO,NO FUGA
997,M,961060,53.0,UNV,SOL,SANTIAGO,31,0,190720,0,667370,773,0,1018,3,3700000,NO,FUGA
998,F,77853,50.0,UNV,CAS,SANTIAGO,90,0,576084,0,410158,32,9907,137,1,4200000,NO,FUGA
999,M,321291,49.0,TEC,CAS,ARICA,138,0,115178,0,206743,0,0,752,1,1700000,NO,FUGA
1000,M,9712,43.0,UNV,CAS,SANTIAGO,53,0,691266,0,0,230,0,0,1,8000000,SI,FUGA
1001,F,5091925,35.0,TEC,VIU,VINA DEL MAR,66,0,13722,0,55532,41,0,97,1,3600000,NO,NO FUGA
1002,F,3825,53.0,TEC,SOL,SANTIAGO,25,0,303310,0,93472,298,0,40,1,6900000,SI,NO FUGA
1003,F,412895,39.0,TEC,CAS,RANCAGUA,96,0,787289,0,157323,21,0,0,1,1000000,NO,NO FUGA
1004,M,1021034,44.0,TEC,CAS,SANTIAGO,55,0,19790,0,0,0,0,2,1,8000000,NO,NO FUGA
1005,F,354887,29.0,UNV,CAS,HIJUELAS,105,0,0,0,0,4,0,0,1,2000000,NO,NO FUGA
1006,F,1231718,40.0,MED,VIU,LLO-LLEO,75,0,285667,0,0,0,0,1,0,3100000,NO,NO FUGA
1007,F,589118,34.0,TEC,SOL,PUERTO VARAS,62,0,313638,0,0,232,0,0,1,2900000,NO,NO FUGA
1008,F,658564,41.0,TEC,CAS,TALAGANTE,103,0,10211,0,0,0,9120,0,0,3500000,NO,NO FUGA
1009,F,445727,33.0,UNV,CAS,SANTIAGO,90,449260,171171,0,0,763,0,280,1,1400000,NO,NO FUGA
1010,F,132645,47.0,MED,SOL,ARICA,138,0,258393,0,11152,139,0,331,2,1800000,NO,FUGA
1011,M,222285,47.0,UNV,CAS,SANTIAGO,50,0,210547,0,310670,163,0,318,1,1500000,NO,FUGA
1012,F,2946565,38.0,TEC,SOL,LA CALERA,105,0,230205,0,366656,0,0,186,0,4800000,NO,NO FUGA
1013,M,9391,51.0,TEC,CAS,ARICA,138,104610,0,0,0,192,0,0,1,1600000,NO,FUGA
1014,M,564286,49.0,UNV,VIU,SANTIAGO,45,0,344228,0,0,0,23101,0,1,6500000,NO,NO FUGA
1015,M,398430,46.0,MED,CAS,RANCAGUA,10,0,0,0,0,2,17090,0,1,2400000,NO,NO FUGA
1016,F,234256,28.0,TEC,CAS,CONCEPCION,27,0,17494,0,153229,897,0,711,2,1100000,NO,FUGA
1017,M,1335995,42.0,MED,VIU,CONCEPCION,52,0,0,0,419413,0,6152,14075,0,8000000,NO,NO FUGA
1018,M,45462,46.0,UNV,CAS,SANTIAGO,73,0,783528,0,0,0,13497,0,0,2800000,NO,NO FUGA
1019,M,481,40.0,UNV,CAS,SANTIAGO,122,0,166410,0,346418,1649,20491,1181,2,1900000,SI,FUGA
1020,M,781520,40.0,UNV,CAS,ARICA,138,2040854,0,0,130409,3951,5844,43,2,5800000,SI,FUGA
1021,M,60795,53.0,UNV,CAS,SANTIAGO,25,183011,402315,0,34765,1178,56159,495,2,5100000,NO,FUGA
1022,M,4024,55.0,MED,CAS,SANTIAGO,55,0,520587,0,2565174,3537,0,9360,1,5000000,NO,FUGA
1023,M,26423,50.0,TEC,SOL,ARICA,138,0,76686,0,42850,498,0,2955,3,3200000,NO,FUGA
1024,M,1717988,41.0,UNV,CAS,SANTIAGO,55,0,80259,0,0,184,0,0,1,3100000,NO,FUGA
1025,M,2750602,38.0,MED,CAS,SANTIAGO,90,0,0,0,0,1596,3299,4314,1,500000,NO,FUGA
1026,M,514626,34.0,TEC,SOL,SANTIAGO,130,0,6453,0,0,1091,0,0,3,500000,SI,NO FUGA
1027,M,248411,45.0,MED,CAS,SANTIAGO,35,0,429541,0,341238,0,0,10,1,1400000,NO,FUGA
1028,M,656457,53.0,UNV,VIU,ARICA,138,0,6083,0,29679,0,0,28,1,3700000,SI,FUGA
1029,F,543433,39.0,MED,SOL,SANTIAGO,32,850617,203629,0,29849,245,0,1,1,3700000,NO,NO FUGA
1030,M,453021,32.0,MED,CAS,PARRAL,75,0,0,0,0,0,0,503,0,2400000,NO,NO FUGA
1031,M,7534407,41.0,UNV,CAS,SANTIAGO,55,533272,174310,0,55574,809,16349,0,2,1700000,NO,FUGA
1032,M,138123,51.0,MED,CAS,ARICA,138,0,302661,0,0,238,0,0,1,1700000,SI,FUGA
1033,F,54314,44.0,TEC,SOL,SANTIAGO,93,0,374634,0,607335,788,3921,12,1,8000000,SI,NO FUGA
